Article,Cs,FA,MA,Pb,I,Br,Perovskite,structure,bandgap,substrate,ETL,ETL-2,ETLthickness,HTL,HTLthickness,electrode,depositionProcedure,depositionMethod,Anti-solvent,PrecursorSolvent,AnnealingTemperature,AnnealingTime,Jsc,Voc,FF,PCE
"SALADO M, CALIO L, BERGER R, et al. Influence of the mixed organic cation ratio in lead iodide based perovskite on the performance of solar cells [J]. Physical Chemistry Chemical Physics, 2016, 18(39): 27148-63.",0.0,1.0,0.0,1.0,3.0,0.0,MA0.15FA0.85PbI3,1,,FTO,c-TiO2,mp-TiO2,,spiro,,Au,one-step,spin,toluene,DMSO,150.0,60.0,17.55,0.802,0.655,9.22
"Deng Y., Dong Q., Bi C., Yuan Y., Huang J. (2016). Air-Stable, Efficient Mixed-Cation Perovskite Solar Cells with Cu Electrode by Scalable Fabrication of Active Layer. Adv. Energy Mater., 6: 1600372. doi: 10.1002/aenm.201600372",0.0,0.4,0.6,1.0,3.0,0.0,MA0.6FA0.4PbI3,0,1.55,ITO,C,BCP,,PTAA,,Cu,one-step,spin,toluene,DCB,100.0,60.0,23,1.03,0.77,18.3
"CHEN C-C, CHANG S H, CHEN L-C, et al. Improving the efficiency of inverted mixed-organic-cation perovskite absorber based photovoltaics by tailing the surface roughness of PEDOT: PSS thin film [J]. Solar Energy, 2016, 134: 445-51.",0.0,0.4,0.6,1.0,3.0,0.0,MA0.6FA0.4PbI3,0,1.53,ITO,PCBM,,,PEDOT:PSS,,Ag,two-step,spin,toluene,GBL/DMSO,100.0,5.0,20.96,0.979,0.647,13.28
"JI F, WANG L, PANG S, et al. ",0.0,0.75,0.25,1.0,3.0,0.0,MA0.25FA0.75PbI3,1,1.545,FTO,c-TiO2,mp-TiO2,,spiro,,Au,one-step,spin,toluene,DMF,140.0,10.0,21.1,1.03,0.7138,15.51
"CHOI H, JEONG J, KIM H-B, et al. Cesium-doped methylammonium lead iodide perovskite light absorber for hybrid solar cells [J]. Nano Energy, 2014, 7: 80-5.",0.0,0.0,1.0,1.0,3.0,0.0,MAPbI3,0,1.52,ITO,PCBM,,,PEDOT:PSS,,Al,one-step,spin,toluene,GBL/DMF,110.0,10.0,8.89,0.89,0.7,5.51
"CHOI H, JEONG J, KIM H-B, et al. Cesium-doped methylammonium lead iodide perovskite light absorber for hybrid solar cells [J]. Nano Energy, 2014, 7: 80-6.",0.05,0.0,0.95,1.0,3.0,0.0,MA0.95Cs0.05PbI2,0,1.51,ITO,PCBM,,,PEDOT:PSS,,Al,one-step,spin,toluene,GBL/DMF,110.0,10.0,8.69,1.01,0.72,6.29
"CHOI H, JEONG J, KIM H-B, et al. Cesium-doped methylammonium lead iodide perovskite light absorber for hybrid solar cells [J]. Nano Energy, 2014, 7: 80-7.",0.1,0.0,0.9,1.0,3.0,0.0,MA0.9Cs0.1PbI3,0,1.54,ITO,PCBM,,,PEDOT:PSS,,Al,one-step,spin,toluene,GBL/DMF,110.0,10.0,10.1,1.05,0.73,7.68
"CHOI H, JEONG J, KIM H-B, et al. Cesium-doped methylammonium lead iodide perovskite light absorber for hybrid solar cells [J]. Nano Energy, 2014, 7: 80-8.",0.2,0.0,0.8,1.0,3.0,0.0,MA0.8Cs0.2PbI3,0,1.57,ITO,PCBM,,,PEDOT:PSS,,Al,one-step,spin,toluene,GBL/DMF,110.0,10.0,6.76,1.04,0.65,4.58
"CHOI H, JEONG J, KIM H-B, et al. Cesium-doped methylammonium lead iodide perovskite light absorber for hybrid solar cells [J]. Nano Energy, 2014, 7: 80-9.",0.3,0.0,0.7,1.0,3.0,0.0,MA0.7Cs0.3PbI3,0,1.58,ITO,PCBM,,,PEDOT:PSS,,Al,one-step,spin,toluene,GBL/DMF,110.0,10.0,5.85,1.04,0.62,3.78
"CHOI H, JEONG J, KIM H-B, et al. Cesium-doped methylammonium lead iodide perovskite light absorber for hybrid solar cells [J]. Nano Energy, 2014, 7: 80-10.",0.4,0.0,0.6,1.0,3.0,0.0,MA0.6Cs0.4PbI3,0,1.62,ITO,PCBM,,,PEDOT:PSS,,Al,one-step,spin,toluene,GBL/DMF,110.0,10.0,4.26,1.03,0.57,2.5
"CHOI H, JEONG J, KIM H-B, et al. Cesium-doped methylammonium lead iodide perovskite light absorber for hybrid solar cells [J]. Nano Energy, 2014, 7: 80-11.",0.6,0.0,0.4,1.0,3.0,0.0,MA0.4Cs0.6PbI3,0,1.68,ITO,PCBM,,,PEDOT:PSS,,Al,one-step,spin,toluene,GBL/DMF,110.0,10.0,1.5,1.01,0.52,0.79
"CHOI H, JEONG J, KIM H-B, et al. Cesium-doped methylammonium lead iodide perovskite light absorber for hybrid solar cells [J]. Nano Energy, 2014, 7: 80-12.",0.8,0.0,0.2,1.0,3.0,0.0,MA0.2Cs0.8PbI3,0,1.72,ITO,PCBM,,,PEDOT:PSS,,Al,one-step,spin,toluene,GBL/DMF,110.0,10.0,0.58,0.84,0.46,0.22
"CHOI H, JEONG J, KIM H-B, et al. Cesium-doped methylammonium lead iodide perovskite light absorber for hybrid solar cells [J]. Nano Energy, 2014, 7: 80-13.",1.0,0.0,0.0,1.0,3.0,0.0,CsPbI3,0,2.05,ITO,PCBM,,,PEDOT:PSS,,Al,one-step,spin,toluene,GBL/DMF,110.0,10.0,0.26,0.79,0.45,0.09
"Lee Jin-Wook, Kim Deok-Hwan, Kim Hui-Seon, Seo Seung-Woo, Cho S. M., Park Nam-Gyu (2015). Formamidinium and Cesium Hybridization for Photo- and Moisture-Stable Perovskite Solar Cell. Adv. Energy Mater., 5: 1501310. doi: 10.1002/aenm.201501310",0.1,0.9,0.0,1.0,3.0,0.0,Cs0.1FA0.9PbI3,1,1.55,FTO,c-TiO2,,,spiro,,Ag,one-step,spin,diethyl ether,DMF,150.0,5.0,23.5,1.06,0.663,16.5
"LI Z, YANG M, PARK J-S, et al. Stabilizing Perovskite Structures by Tuning Tolerance Factor: Formation of Formamidinium and Cesium Lead Iodide Solid-State Alloys [J]. Chemistry of Materials, 2016, 28(1): 284-92.",0.0,1.0,0.0,1.0,3.0,0.0,FAPbI3,1,,FTO,c-TiO2,,,spiro,,Ag,three-step,spin,toluene,DMF/DMSO,170.0,10.0,19.69,1.06,0.68,14.2
"LI Z, YANG M, PARK J-S, et al. Stabilizing Perovskite Structures by Tuning Tolerance Factor: Formation of Formamidinium and Cesium Lead Iodide Solid-State Alloys [J]. Chemistry of Materials, 2016, 28(1): 284-93.",0.15,0.85,0.0,1.0,3.0,0.0,Cs0.15FA0.85PbI3,1,1.52,FTO,c-TiO2,,,spiro,,Ag,three-step,spin,toluene,DMF/DMSO,170.0,10.0,20.39,1.06,0.74,16.1
"LI Z, YANG M, PARK J-S, et al. Stabilizing Perovskite Structures by Tuning Tolerance Factor: Formation of Formamidinium and Cesium Lead Iodide Solid-State Alloys [J]. Chemistry of Materials, 2016, 28(1): 284-94.",0.3,0.7,0.0,1.0,3.0,0.0,Cs0.3FA0.7PbI3,1,,FTO,c-TiO2,,,spiro,,Ag,three-step,spin,toluene,DMF/DMSO,170.0,10.0,19.46,1.04,0.73,14.8
"LI Z, YANG M, PARK J-S, et al. Stabilizing Perovskite Structures by Tuning Tolerance Factor: Formation of Formamidinium and Cesium Lead Iodide Solid-State Alloys [J]. Chemistry of Materials, 2016, 28(1): 284-95.",0.45,0.55,0.0,1.0,3.0,0.0,Cs0.45FA0.55PbI3,1,,FTO,c-TiO2,,,spiro,,Ag,three-step,spin,toluene,DMF/DMSO,170.0,10.0,18.09,0.94,0.56,9.6
"LI Z, YANG M, PARK J-S, et al. Stabilizing Perovskite Structures by Tuning Tolerance Factor: Formation of Formamidinium and Cesium Lead Iodide Solid-State Alloys [J]. Chemistry of Materials, 2016, 28(1): 284-96.",0.7,0.3,0.0,1.0,3.0,0.0,Cs0.7FA0.3PbI3,1,,FTO,c-TiO2,,,spiro,,Ag,three-step,spin,toluene,DMF/DMSO,170.0,10.0,18.08,1.0,0.56,10.2
"YI C, LUO J, MELONI S, et al. Entropic stabilization of mixed A-cation ABX3 metal halide perovskites for high performance perovskite solar cells [J]. Energy & Environmental Science, 2016, 9(2): 656-62",0.2,0.8,0.0,1.0,3.0,0.0,Cs0.2FA0.8PbI3,1,1.56,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,10.0,21.5,1.017,0.701,15.69
"YI C, LUO J, MELONI S, et al. Entropic stabilization of mixed A-cation ABX3 metal halide perovskites for high performance perovskite solar cells [J]. Energy & Environmental Science, 2016, 9(2): 656-63",0.2,0.8,0.0,1.0,2.84,0.16,Cs0.2FA0.8PbI2.84Br0.16,1,1.58,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,10.0,21.9,1.073,0.742,17.35
"David P. McMeekin et al. ,A mixed-cation lead mixed-halide perovskite absorber for tandem solar cells.Science351,151-155(2016).",0.0,0.83,0.17,1.0,1.8,1.2,FA0.83Cs0.17Pb(I0.6Br0.4)3,1,1.74,FTO,SnO2,PCBM,,spiro,,Ag,one-step,spin,,DMF,185.0,90.0,19.4,1.2,0.751,17.1
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,1.0,0.0,1.0,3.0,0.0,FA Pb I3,1,1.52,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,150.0,30.0,13.5,0.99,0.36,4.8
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,1.0,0.0,1.0,2.5,0.5,FA Pb Br0.5I2.5,1,1.97,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,14.3,1.2,0.56,9.6
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,1.0,0.0,1.0,2.0,1.0,FA Pb Br1I2,1,2.27,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,3.9,0.99,0.5,1.9
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,1.0,0.0,1.0,1.5,1.5,FA Pb Br1.5I1.5,1,1.91,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,7.1,1.06,0.5,3.7
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,1.0,0.0,1.0,1.0,2.0,FA Pb Br2I1,1,1.97,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,12.8,1.14,0.52,7.5
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,1.0,0.0,1.0,0.5,2.5,FA Pb Br2.5I0.5,1,2.1,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,9.7,1.06,0.49,5.0
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,1.0,0.0,1.0,0.0,3.0,FA Pb Br3,1,2.27,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,7.5,1.14,0.58,5.0
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.83,0.17,1.0,3.0,0.0,FA5/6MA1/6 Pb I3,1,1.53,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,21.5,0.92,0.61,12.1
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.83,0.17,1.0,2.5,0.5,FA5/6MA1/6 Pb Br0.5I2.5,1,1.63,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,22.7,1.1,0.7,17.4
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.83,0.17,1.0,2.0,1.0,FA5/6MA1/6 Pb Br1I2,1,1.68,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,19.1,1.18,0.65,14.7
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.83,0.17,1.0,1.5,1.5,FA5/6MA1/6 Pb Br1.5I1.5,1,1.87,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,15.6,1.15,0.63,11.4
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.83,0.17,1.0,1.0,2.0,FA5/6MA1/6 Pb Br2I1,1,1.98,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,11.1,0.98,0.54,5.8
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.83,0.17,1.0,0.5,2.5,FA5/6MA1/6 Pb Br2.5I0.5,1,2.11,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,8.8,0.88,0.43,3.3
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.83,0.17,1.0,0.0,3.0,FA5/6MA1/6 Pb Br3,1,2.28,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,7,1.42,0.65,6.5
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.67,0.33,1.0,3.0,0.0,FA4/6MA2/6 Pb I3,1,1.53,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,22.7,0.97,0.63,13.9
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.67,0.33,1.0,2.5,0.5,FA4/6MA2/6 Pb Br0.5I2.5,1,1.64,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,23.7,1.14,0.76,20.7
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.67,0.33,1.0,2.0,1.0,FA4/6MA2/6 Pb Br1I2,1,1.68,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,21.4,1.15,0.75,18.5
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.67,0.33,1.0,1.5,1.5,FA4/6MA2/6 Pb Br1.5I1.5,1,1.85,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,15.3,1.11,0.69,11.7
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.67,0.33,1.0,1.0,2.0,FA4/6MA2/6 Pb Br2I1,1,1.97,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,9.5,1.0,0.59,5.6
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.67,0.33,1.0,0.5,2.5,FA4/6MA2/6 Pb Br2.5I0.5,1,2.11,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,7.2,0.92,0.51,3.4
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.67,0.33,1.0,0.0,3.0,FA4/6MA2/6 Pb Br3,1,2.28,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,7,1.35,0.58,5.5
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.5,0.5,1.0,3.0,0.0,FA3/6MA3/6 Pb I3,1,1.55,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,19.6,0.96,0.68,12.8
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.5,0.5,1.0,2.5,0.5,FA3/6MA3/6 Pb Br0.5I2.5,1,1.61,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,20.4,1.04,0.61,12.9
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.5,0.5,1.0,2.0,1.0,FA3/6MA3/6 Pb Br1I2,1,1.75,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,20,1.1,0.69,15.3
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.5,0.5,1.0,1.5,1.5,FA3/6MA3/6 Pb Br1.5I1.5,1,1.85,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,15.5,1.09,0.7,11.9
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.5,0.5,1.0,1.0,2.0,FA3/6MA3/6 Pb Br2I1,1,1.96,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,12.6,1.03,0.6,7.9
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.5,0.5,1.0,0.5,2.5,FA3/6MA3/6 Pb Br2.5I0.5,1,2.14,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,6.9,0.98,0.58,3.9
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.5,0.5,1.0,0.0,3.0,FA3/6MA3/6 Pb Br3,1,2.28,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,7,1.39,0.73,7.1
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.33,0.67,1.0,3.0,0.0,FA2/6MA4/6 Pb I3,1,1.56,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,22.3,1.0,0.65,14.3
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.33,0.67,1.0,2.5,0.5,FA2/6MA4/6 Pb Br0.5I2.5,1,1.67,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,18.7,0.91,0.64,11.0
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.33,0.67,1.0,2.0,1.0,FA2/6MA4/6 Pb Br1I2,1,1.76,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,20.4,1.17,0.73,17.5
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.33,0.67,1.0,1.5,1.5,FA2/6MA4/6 Pb Br1.5I1.5,1,1.85,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,13.9,1.13,0.68,10.7
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.33,0.67,1.0,1.0,2.0,FA2/6MA4/6 Pb Br2I1,1,1.97,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,9,1.08,0.64,6.2
